ticker,type,rotates,transparent,confidence,agrees_name,source,note,name_type,phi_63,phibar_63
WTV,equity_longonly,N,Y,high,Y,https://www.wisdomtree.com/us/products/equity/wtv,WisdomTree; model-based value equity; looked up,equity_longonly,0.7707,0.8816
XCOR,allocation_fof,Y,Y,high,Y,adv_data/brochures/114861/text.txt item4,FundX/OCM; upgrading fund-of-ETFs,allocation_fof,0.7837,0.8905
XFLX,allocation_fof,Y,Y,high,Y,adv_data/brochures/114861/text.txt item4,FundX/OCM; upgrading fund-of-ETFs,allocation_fof,0.7177,0.8536
XNAV,allocation_fof,Y,Y,high,Y,adv_data/brochures/114861/text.txt item4,FundX/OCM; upgrading fund-of-ETFs,allocation_fof,0.742,0.8688
XPND,equity_longonly,N,Y,high,Y,adv_data/brochures/107027/text.txt item4,First Trust; expanded technology equity,equity_longonly,0.8684,0.9295
XRLX,allocation_fof,Y,Y,high,Y,adv_data/brochures/114861/text.txt item4,FundX/OCM; upgrading fund-of-ETFs,allocation_fof,0.827,0.9116
YMAG,allocation_fof,N,Y,high,Y,https://yieldmaxetfs.com/our-etfs/ymag/,YieldMax; fund of option-income ETFs; looked up,allocation_fof,0.9381,0.9541
YMAX,allocation_fof,N,Y,high,Y,https://yieldmaxetfs.com/our-etfs/ymax/,YieldMax; fund of option-income ETFs; looked up,allocation_fof,0.7917,0.8587
ZECP,equity_longonly,N,Y,medium,Y,generic,Zacks; earnings-consistent equity; brochure generic,equity_longonly,0.9774,0.9886
ADVE,equity_longonly,N,Y,high,Y,adv_data/brochures/106054/text.txt item8,Matthews; Asia dividend equity,equity_longonly,0.9392,0.9693
AVLC,equity_longonly,N,Y,high,Y,https://www.avantisinvestors.com/avantis-investments/avantis-us-large-cap-equity-etf/,Avantis/American Century; systematic large-cap equity; looked up,equity_longonly,0.9892,0.9944
BAMD,equity_longonly,N,Y,high,Y,https://www.brookstoneam.com/brookstone-dividend-stock-etf,Brookstone; dividend equity; no brochure; looked up,equity_longonly,0.8887,0.9443
BAMG,equity_longonly,N,Y,high,Y,https://finance.yahoo.com/quote/BAMG/,Brookstone; growth equity; no brochure; looked up,equity_longonly,0.8632,0.931
BAMV,equity_longonly,N,Y,high,Y,https://www.brookstoneam.com/brookstone-value-stock-etf,Brookstone; value equity; no brochure; looked up,equity_longonly,0.8217,0.9105
BCHP,equity_longonly,N,Y,high,Y,adv_data/brochures/109002/text.txt item8,Principal; focused blue-chip equity,equity_longonly,0.9772,0.9889
BDVG,equity_longonly,N,Y,high,Y,adv_data/brochures/145463/text.txt item4,Berkshire; dividend-growth equity,equity_longonly,0.9635,0.9763
BGIG,equity_longonly,N,Y,high,Y,adv_data/brochures/106139/text.txt item8,Bahl & Gaynor; dividend-growth equity,equity_longonly,0.9697,0.9852
BKIV,equity_longonly,N,Y,high,Y,https://www.etfstrategy.com/bny-mellon-debuts-two-active-thematic-etfs-10339/,BNY/Newton; innovation thematic equity; looked up,equity_longonly,0.9646,0.9824
BKWO,equity_longonly,N,Y,high,Y,https://www.etfstrategy.com/bny-mellon-debuts-two-active-thematic-etfs-10339/,BNY/Newton; women's opportunities thematic equity; looked up,equity_longonly,0.9563,0.9785
BLCR,equity_longonly,N,Y,high,Y,https://www.blackrock.com/us/individual/products/333889/blackrock-large-cap-core-etf,BlackRock; active large-cap core equity; looked up,equity_longonly,0.9118,0.9561
BLCV,equity_longonly,N,Y,high,Y,https://www.blackrock.com/us/individual/products/331795/blackrock-large-cap-value-etf,BlackRock; active large-cap value equity; looked up,equity_longonly,0.8898,0.9421
BWTG,equity_longonly,U,Y,medium,Y,adv_data/brochures/164937/text.txt item4,Tuttle/Brendan Wood; TopGun-ranked equity,equity_longonly,0.9252,0.9602
CAMX,equity_longonly,N,Y,high,Y,adv_data/brochures/115093/text.txt item4,Cambiar; value equity,equity_longonly,0.8602,0.9298
CANC,equity_longonly,N,Y,high,Y,https://temaetfs.com/canc,Tema; oncology thematic equity; looked up,equity_longonly,0.9152,0.9559
CGRO,equity_longonly,N,Y,high,Y,https://www.cvafunds.com/cgro/,CoreValues Alpha; Greater China growth equity; looked up,equity_longonly,0.8795,0.9273
CVSE,equity_longonly,N,Y,high,Y,https://www.dividend.com/etfs/cvse-morgan-stanley-etf-trust-calvert-us-select-equity-etf/,MSIM/Calvert; US select ESG equity; looked up,equity_longonly,0.9735,0.9832
DCOR,equity_longonly,N,Y,high,Y,https://www.dimensional.com/us-en/funds/dcor/us-core-equity-1-etf,Dimensional; core US equity; looked up,equity_longonly,0.9908,0.9952
DFVX,equity_longonly,N,Y,high,Y,https://www.dimensional.com/us-en/funds/dfvx/us-large-cap-vector-etf,Dimensional US Large Cap Vector systematic long-only equity; no shorting or options,equity_longonly,0.9824,0.9912
DRLL,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive passive energy-sector index equity; replication,equity_longonly,0.975,0.9853
DSMC,equity_longonly,N,Y,high,Y,adv_data/brochures/297521/text.txt Item 4,Distillate Small/Mid Cash Flow quality-value quant long-only index ETF,equity_longonly,0.7152,0.8524
ECML,equity_longonly,N,Y,medium,Y,adv_data/brochures/159018/text.txt Item 8,Euclidean quant long-term value long-only; looked up,equity_longonly,0.8574,0.9261
EMC,equity_longonly,Y,Y,high,Y,https://www.globalxetfs.com/funds/emc,Global X Emerging Markets Great Consumer active long-only EM equity,equity_longonly,0.9095,0.9547
EMM,equity_longonly,Y,Y,high,Y,https://www.globalxetfs.com/funds/emm,Global X Emerging Markets ex-China active long-only EM equity,equity_longonly,0.8885,0.943
EQTY,equity_longonly,N,Y,high,Y,https://www.morningstar.com/etfs/arcx/eqty/quote,Kovitz Core Equity concentrated quality-value 20-30 names; looked up,equity_longonly,0.9537,0.9765
FCFY,equity_longonly,N,Y,high,Y,https://www.ftportfolios.com/Retail/etf/etfSummary.aspx?Ticker=FCFY,First Trust S&P500 sector-neutral free-cash-flow index; looked up,equity_longonly,0.831,0.9092
FDLS,equity_longonly,N,Y,high,Y,https://www.inspireetf.com/etf/fdls,Inspire Fidelis multifactor quality-value-momentum index replication; looked up,equity_longonly,0.3782,0.6792
FFOG,equity_longonly,N,Y,high,Y,https://www.franklintempleton.com/investments/options/exchange-traded-funds/products/36370/SINGLCLASS/franklin-focused-growth-etf/FFOG,Franklin Focused Growth active concentrated large-growth; looked up,equity_longonly,0.9638,0.9823
FWD,equity_longonly,N,Y,high,Y,https://www.alliancebernstein.com/us/en-us/investments/products/etf/equities/ab-disruptors-etf.-.00039J509.html,AB Disruptors thematic long-only equity ~100 stocks; no options no shorts,equity_longonly,0.7753,0.8777
GSC,equity_longonly,N,Y,high,Y,https://am.gs.com/en-us/advisors/funds/detail/PV105332/38149W614/goldman-sachs-small-cap-equity-etf,Goldman Sachs Small Cap active fundamental quality-growth long-only; looked up,equity_longonly,0.8413,0.9194
HAPI,equity_longonly,N,Y,high,Y,https://www.harborcapital.com/etf/hapi/,Human Capital Factor index ~150 large caps sector-neutral reconstituted; no brochure file,equity_longonly,0.9392,0.9689
HAPS,equity_longonly,N,Y,high,Y,https://www.harborcapital.com/etf/haps/,Human Capital Factor index ~200 small caps reconstituted; no brochure file,equity_longonly,0.8122,0.9045
HIDV,equity_longonly,N,Y,high,Y,https://finance.yahoo.com/quote/HIDV/,AB US High Dividend long-only equity factor,equity_longonly,0.8991,0.9393
HRTS,equity_longonly,N,Y,high,Y,https://temaetfs.com/hrts,Tema Hearts&Health healthcare thematic long-only 46 names; no options or shorts; Tidal brochure generic,equity_longonly,0.9299,0.9631
JCHI,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/adv/products/jpmorgan-active-china-etf-etf-shares-46654q880,JPMorgan Active China long-only equity,equity_longonly,0.9515,0.9754
JDOC,equity_longonly,N,Y,medium,Y,generic,JPMorgan Healthcare Leaders sector long-only equity; firm-wide brochure; looked up,equity_longonly,0.9282,0.9639
JGLO,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/adv/products/jpmorgan-global-select-equity-etf-etf-shares-46654q740,JPMorgan Global Select Equity long-only,equity_longonly,0.916,0.9594
JPAN,equity_longonly,N,Y,high,Y,adv_data/brochures/106054/text.txt Item 8,Matthews Japan Active long-only Asia equity buy-and-hold low turnover,equity_longonly,0.8629,0.9327
JPEF,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/adv/products/jpmorgan-equity-focus-etf-etf-shares-46654q781,JPMorgan Equity Focus concentrated long-only US equity,equity_longonly,0.9571,0.9789
LBO,equity_longonly,N,Y,high,Y,adv_data/brochures/311816/text.txt Item 4,White Wolf listed PE/BDC single-name equities; long-only,equity_longonly,0.9765,0.9872
LOWV,equity_longonly,N,Y,high,Y,https://finance.yahoo.com/quote/LOWV/,AB US Low Volatility long-only equity factor,equity_longonly,0.97,0.9852
LRGC,equity_longonly,N,Y,high,Y,https://www.alliancebernstein.com/us/en-us/investments/products/etf/equities/ab-us-large-cap-strategic-equities-etf.-.00039J707.html,AB US Large Cap Strategic Equities long-only,equity_longonly,0.9799,0.99
MCH,equity_longonly,N,Y,high,Y,adv_data/brochures/106054/text.txt Item 8,Matthews China Active long-only equity buy-and-hold low turnover,equity_longonly,0.9557,0.9769
MEDI,equity_longonly,N,Y,high,Y,adv_data/brochures/146990/text.txt Item 8,Westfield health care strategy bottom-up long-only 30-50 names,equity_longonly,0.9186,0.9584
NANC,equity_longonly,Y,Y,high,Y,https://subversiveetfs.com/nanc,active mirrors Democratic congressional trades; 500-600 names high turnover; Tidal generic,equity_longonly,0.9573,0.974
PCGG,equity_longonly,N,Y,high,Y,https://money.usnews.com/funds/etfs/global-large-stock-growth/polen-capital-global-growth-etf/pcgg,Polen concentrated global growth 25-40 names low turnover; looked up,equity_longonly,0.9322,0.9659
PEMX,equity_longonly,N,Y,high,Y,https://www.franklintempleton.com/investments/options/exchange-traded-funds/products/39499/SINGLCLASS/putnam-emerging-markets-ex-china-etf/PEMX,Putnam active EM ex-China fundamental long-only; looked up,equity_longonly,0.8474,0.9196
PJFG,equity_longonly,N,Y,high,Y,https://www.pgim.com/us/en/intermediary/investment-capabilities/products/etf/pgim-jennison-focused-growth-etf,PGIM Jennison focused large-growth concentrated long-only; looked up,equity_longonly,0.9699,0.9854
PJFV,equity_longonly,N,Y,high,Y,https://www.pgim.com/us/en/individual/investment-capabilities/products/etf/pgim-jennison-focused-value-etf,PGIM Jennison focused large-value concentrated long-only; looked up,equity_longonly,0.9267,0.963
QUVU,equity_longonly,N,Y,high,Y,https://www.hartfordfunds.com/about-us/presscenter/hartford-funds-launch-of-quality-value-ETF.html,Hartford/Wellington large-cap quality-value fundamental long-only; looked up,equity_longonly,0.9161,0.9574
REAI,equity_longonly,N,Y,medium,Y,https://money.usnews.com/investing/stocks/reai-tidal-etf-trust-intelligent-real-estate-etf,active holds REITs directly 80%+ plus some MBS; sector-equity book; Tidal generic,equity_longonly,0.746,0.8666
RVRB,equity_longonly,Y,Y,medium,Y,https://www.tipranks.com/etf/rvrb,Penserra Reverb active sentiment-weighted 500 largest US stocks; looked up,equity_longonly,0.9918,0.9956
SMRI,equity_longonly,N,Y,high,Y,adv_data/brochures/285645/text.txt Item 8,Sepio fundamental value US equity 30-50 names; looked up,equity_longonly,0.6099,0.7915
SPDG,equity_longonly,N,Y,high,Y,https://www.ssga.com/us/en/intermediary/etfs/state-street-spdr-portfolio-sp-sector-neutral-dividend-etf-spdg,SSGA SPDR sector-neutral dividend aristocrats index; looked up,equity_longonly,0.9355,0.9662
SROI,equity_longonly,N,Y,high,Y,https://www.calamos.com/funds/etf/calamos-antetokounmpo-global-sustainable-equities-sroi/,Calamos active global sustainable quality-growth equity; looked up,equity_longonly,0.9655,0.9823
STRV,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive passive 500 index equity; replication no active tilt,equity_longonly,0.9929,0.9964
STXD,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive passive dividend-growth index equity; reconstituted,equity_longonly,0.9665,0.9829
STXE,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive passive EM ex-China index equity; looked up name,equity_longonly,0.936,0.9521
STXG,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive index adviser; large-cap growth index; quarterly rebalance,equity_longonly,0.9926,0.9962
STXV,equity_longonly,N,Y,high,Y,adv_data/brochures/322039/text.txt Item 8,Strive index adviser; large-cap value index; quarterly rebalance,equity_longonly,0.9586,0.9782
TCAF,equity_longonly,N,Y,high,Y,https://www.troweprice.com/financial-intermediary/us/en/investments/etfs/capital-appreciation-equity-etf.html,generic TRP brochure; US large-cap active equity; transparent; looked up,equity_longonly,0.9553,0.9778
TGLR,equity_longonly,N,Y,medium,Y,adv_data/brochures/108068/text.txt Item 8,Laffer Tengler adviser; global equity quant+fundamental long-only,equity_longonly,0.9653,0.9809
TGRT,equity_longonly,N,Y,high,Y,https://investors.troweprice.com/news-releases/news-release-details/t-rowe-price-launches-its-first-transparent-active-equity,generic TRP brochure; active growth equity; fully transparent; looked up,equity_longonly,0.9838,0.9917
TMSL,equity_longonly,N,Y,high,Y,https://investors.troweprice.com/news-releases/news-release-details/t-rowe-price-launches-its-first-transparent-active-equity,generic TRP brochure; active small-mid equity; fully transparent; looked up,equity_longonly,0.8984,0.9485
TOLL,equity_longonly,N,Y,high,Y,https://temaetfs.com/toll,Tema Durable Quality; moats/quality long-only equity; Tidal white-label brochure generic; looked up,equity_longonly,0.9378,0.9683
TOUS,equity_longonly,N,Y,high,Y,https://www.troweprice.com/financial-intermediary/us/en/investments/etfs/international-equity-etf.html,generic TRP brochure; intl active equity; transparent; looked up,equity_longonly,0.9261,0.9628
TVAL,equity_longonly,N,Y,high,Y,https://investors.troweprice.com/news-releases/news-release-details/t-rowe-price-launches-its-first-transparent-active-equity,generic TRP brochure; active value equity; fully transparent; looked up,equity_longonly,0.9243,0.9611
YALL,equity_longonly,N,Y,high,Y,adv_data/brochures/281943/text.txt Item 4,Curran sub-adviser; screened US large-cap equity long-only,equity_longonly,0.9645,0.9791
ASPY,equity_longshort,Y,Y,high,Y,https://www.asymshares.com/about/aspy,ASYMmetric 500 index net-long/net-short via SPY cash short; brochure 164201 generic Tidal; looked up,equity_longshort,0.7056,0.8129
BTAL,equity_longshort,N,Y,high,Y,adv_data/brochures/153781/text.txt Item 8,AGF anti-beta; long low-beta short high-beta dollar-neutral within sectors,equity_longshort,0.7473,0.861
CLSE,equity_longshort,Y,Y,high,Y,https://money.usnews.com/funds/etfs/long-short-equity/convergence-long-short-equity-etf/clse,Convergence quant long/short net-long; brochure 148472 only a 2B supplement; monthly momentum rebalance; looked up,equity_longshort,0.722,0.8438
JPED,equity_longshort,N,Y,high,Y,https://etfdb.com/etf/JPED/,JPM event-driven long/short; brochure 107038 generic multi-strategy; looked up,equity_longshort,0.5423,0.7489
LSEQ,equity_longshort,Y,Y,high,Y,adv_data/brochures/167254/text.txt Item 8,Disciplined Alpha regime-based US long/short; separate short model; sub-adviser to Harbor L/S,equity_longshort,0.4378,0.6428
MARB,equity_longshort,N,Y,high,Y,adv_data/brochures/317825/text.txt Item 8,FTCM merger arbitrage; buys sells and sells-short deal securities,equity_longshort,0.4367,0.6812
PHDG,equity_longshort,Y,Y,medium,N,https://money.usnews.com/funds/etfs/equity-hedged/invesco-s-p-500-downside-hedged-etf/phdg,Holds S&P500 stocks + long VIX-futures downside hedge; VEQTOR dynamic; hedge is futures not options; brochure 125601 generic; looked up,equity_longshort,0.8622,0.8928
SHDG,equity_options,N,Y,high,N,adv_data/brochures/173151/text.txt Item 8,Soundwatch hedged equity; S&P500 ETF + covered calls + protective puts,equity_longshort,0.9999,1.0
SHRT,equity_longshort,N,Y,high,Y,adv_data/brochures/149335/text.txt Item 8,Gotham long/short value; ~50% net short target; identity looked up,equity_longshort,0.3891,0.6353
TPMN,equity_longshort,N,Y,high,Y,https://timothyplan.com/our-etfs/summary-etf-tpmn.php,Timothy Plan market neutral; long dividend equities short index futures/ETFs; Victory sub-adviser; looked up,equity_longshort,0.9401,0.9692
XVOL,equity_longshort,Y,Y,medium,N,adv_data/brochures/305482/text.txt Item 8,Acruence vol-targeted options/futures hedge on US equity; option writing + long vol overlay,equity_longshort,0.6054,0.7806
ABCS,equity_longonly,Y,Y,high,Y,https://www.etf.com/ABCS,Alpha Blue Capital sub-adviser; multi-factor small-mid cap stocks + optional Vanguard index ETFs; dynamic momentum; ETF Architect white-label generic; looked up,equity_longonly,0.9694,0.9844
AGIX,equity_longonly,N,Y,high,Y,adv_data/brochures/330644/text.txt Item 8,Etna Capital sub-adviser; thematic AI/tech growth equity; concentrated,equity_longonly,0.9321,0.9635
AVEE,equity_longonly,N,Y,high,Y,https://stockanalysis.com/etf/avee/,Avantis EM small cap; systematic factor long-only; brochure text empty/generic; looked up,equity_longonly,0.8715,0.9333
AVMC,equity_longonly,N,Y,high,Y,https://www.tradingview.com/symbols/AMEX-AVMC/analysis,Avantis US mid cap equity; systematic profitability/value tilt; brochure empty; looked up,equity_longonly,0.9479,0.9744
AVMV,equity_longonly,N,Y,high,Y,https://www.avantisinvestors.com/avantis-investments/avantis-us-mid-cap-value-etf/,Avantis US mid cap value; systematic factor long-only; brochure empty; looked up,equity_longonly,0.9175,0.9599
AVXC,equity_longonly,N,Y,high,Y,https://www.aaii.com/etf/ticker/AVXC,Avantis EM ex-China equity; systematic factor long-only; brochure empty; looked up,equity_longonly,0.9831,0.9913
BCIL,equity_longonly,N,Y,medium,Y,https://stockanalysis.com/etf/bcil/,Bancreek intl large cap; quant 30-stock model; ETC white-label generic; looked up,equity_longonly,0.6283,0.7663
BCUS,equity_longonly,N,Y,medium,Y,https://stockanalysis.com/etf/bcus/,Bancreek US large cap; quant structurally-advantaged names; ETC generic; looked up,equity_longonly,0.7077,0.8249
BDIV,equity_longonly,N,Y,high,Y,adv_data/brochures/300409/text.txt Item 8,Brentview adviser; dividend-growth stocks + REITs long-only; AAM/Vident white-label,equity_longonly,0.9648,0.9815
CARK,equity_longonly,N,Y,medium,Y,adv_data/brochures/109587/text.txt Item 8,CastleArk adviser; active growth equity; fundamental company research,equity_longonly,0.9504,0.9757
CGCV,equity_longonly,N,Y,high,Y,https://www.capitalgroup.com/individual/investments/exchange-traded-funds/details/cgcv,conservative dividend long-only equity; buy-and-hold; Capital Research brochure generic; looked up,equity_longonly,0.9589,0.9795
CPAI,equity_longonly,Y,Y,high,Y,https://counterpointfunds.com/quantitative-equity-etf/,AI/quant multifactor stock selection; dynamic factor rotation; Counterpoint brochure did not name it; looked up,equity_longonly,0.2606,0.6185
EMOT,equity_longonly,N,Y,high,Y,https://www.ftportfolios.com/Retail/Etf/EtfHoldings.aspx?Ticker=EMOT,index top-50 economic-moat S&P500 stocks equal-weight; reconstituted; First Trust brochure generic; looked up,equity_longonly,0.9454,0.9718
GLOW,allocation_fof,Y,Y,high,N,https://money.usnews.com/funds/etfs/global-large-stock-blend/victoryshares-westend-global-equity-etf/glow,WestEnd 80% in equity ETFs = ETF-of-ETFs by structure; macro tactical; looked up,equity_longonly,0.9578,0.9787
GRW,equity_longonly,N,Y,high,Y,https://www.tcw.com/products/etfs/tcw-durable-growth-etf/grw,TCW durable-growth/compounders direct stocks; buy-and-hold quality; brochure generic; looked up,equity_longonly,0.928,0.965
INRO,equity_longonly,Y,Y,high,Y,https://www.blackrock.com/us/individual/products/336430/ishares-u-s-industry-rotation-active-etf,US equity industry-rotation active; long-only plus derivatives; dynamic; looked up,equity_longonly,0.944,0.9662
JADE,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/adv/products/jpmorgan-active-developing-markets-equity-etf-etf-shares-46654q690,EM equity bottom-up fundamental; long-only; JPM brochure generic; looked up,equity_longonly,0.9722,0.9854
JDVI,equity_longonly,N,Y,high,Y,adv_data/brochures/124982/text.txt Item 8,Boston Partners intl disciplined value; relative valuation + quality + business momentum; adviser used = Boston Partners,equity_longonly,0.9019,0.9501
KOOL,allocation_fof,Y,Y,medium,N,adv_data/brochures/152003/text.txt Item 8,Split Rock equity-rotation = sector/industry rotation; holds sector ETFs (SPY/XLK/XLV) plus stocks plus optional bonds/options; borderline; looked up,equity_longonly,0.8377,0.9191
LCDS,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/adv/products/jpmorgan-fundamental-data-science-large-core-etf-etf-shares-46654q682,JPM data science large core; active quant long-only; looked up,equity_longonly,0.9862,0.9928
LGHT,equity_longonly,N,Y,medium,Y,https://money.usnews.com/funds/etfs/health/langar-global-healthtech-etf/lght,Langar healthtech thematic equity; no brochure file; looked up,equity_longonly,0.974,0.986
LOGO,equity_longonly,Y,Y,high,Y,https://logoetf.com/,Accuvest Alpha Brands consumption; offense/defense rotation; looked up,equity_longonly,0.7514,0.8589
LQAI,equity_longonly,U,Y,medium,Y,https://stockanalysis.com/etf/lqai/,Qraft AI multi-factor US large core; ETC generic adviser; looked up,equity_longonly,0.7281,0.7953
LYLD,equity_longonly,N,Y,high,Y,https://www.cambriafunds.com/lyld,Cambria large-cap shareholder yield quant; looked up,equity_longonly,0.9018,0.9501
MCDS,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/us/en/asset-management/institutional/products/jpmorgan-fundamental-data-science-mid-core-etf-etf-shares-46654q674,JPM data science mid core; active quant long-only; looked up,equity_longonly,0.917,0.9567
MCHS,equity_longonly,N,Y,high,Y,https://www.matthewsasia.com/funds/etfs/china-innovators-active-etf/,Matthews China active growth equity; looked up,equity_longonly,0.8172,0.9044
MEMS,equity_longonly,N,Y,high,Y,https://www.matthewsasia.com/funds/etfs/emerging-markets-discovery-active-etf/,Matthews EM discovery small/mid growth equity; looked up,equity_longonly,0.9215,0.9604
MGNR,equity_longonly,N,Y,high,Y,https://www.americanbeaconfunds.com/etfs/MGNR.aspx,American Beacon Man GLG natural-resource company equities; looked up,equity_longonly,0.8577,0.928
MVPA,equity_longonly,N,Y,high,Y,https://etf.millervaluefunds.com/mvpa,Miller Value concentrated undervalued stock-picking; looked up,equity_longonly,0.84,0.9186
MVPL,allocation_fof,Y,Y,high,N,https://etf.millervaluefunds.com/mvpl,Miller Value holds leveraged S&P500 ETFs tactically; fund-of-ETFs by structure; looked up,equity_longonly,0.4939,0.6664
NDOW,allocation_fof,Y,Y,high,N,https://money.usnews.com/funds/etfs/global-moderately-conservative-allocation/anydrus-advantage-etf/ndow,Anydrus multi-asset allocation equities bonds and ETFs; looked up,equity_longonly,0.5973,0.7737
NEWZ,equity_longonly,Y,Y,high,Y,https://money.usnews.com/funds/etfs/mid-cap-blend/stocksnips-ai-powered-sen-us-all-cp-etf/newz,StockSnips AI sentiment; dynamically rotates holdings; looked up,equity_longonly,0.2557,0.477
NITE,equity_longonly,N,Y,high,Y,https://www.nightviewcapital.com/introducing-the-nightview-fund-nyse-nite-a-future-focused-equity-etf/,Nightview concentrated long-term value equity; looked up,equity_longonly,0.8884,0.9414
NRES,equity_longonly,N,Y,high,Y,https://stockanalysis.com/etf/nres/,Xtrackers RREEF global natural-resource company stocks; looked up,equity_longonly,0.8223,0.9062
NSCR,equity_longonly,N,Y,high,Y,https://www.nuveen.com/en-us/exchange-traded-funds/nscr-nuveen-sustainable-core-etf,Nuveen sustainable ESG large-cap core equity; looked up,equity_longonly,0.9003,0.9502
OASC,equity_longonly,N,Y,high,Y,https://oneascent.com/investment-solutions/public-markets/etfs/oasc/,OneAscent values-based SMID core equity; looked up,equity_longonly,0.8074,0.899
OPTZ,equity_longonly,N,Y,high,Y,https://www.optzfund.com/optz,Optimize Strategy Index; passive holding individual stocks; looked up,equity_longonly,0.7593,0.877
OZEM,equity_longonly,N,Y,medium,Y,https://www.roundhillinvestments.com/etf/ozem/,Roundhill GLP-1 weight-loss thematic equity; looked up,equity_longonly,0.9497,0.9697
PTL,equity_longonly,N,Y,high,Y,https://www.etf.com/PTL,Inspire 500 faith-based passive large-cap equity index; looked up,equity_longonly,0.9653,0.982
RAYJ,equity_longonly,N,Y,high,Y,https://funds.rayliant.com/rayj/,Rayliant SMDAM Japan active growth equity; looked up,equity_longonly,0.9166,0.9578
REMG,equity_longonly,N,Y,high,Y,https://www.etf.com/REMG,Russell multi-manager emerging-markets equity; looked up,equity_longonly,0.7828,0.8819
SAMM,equity_longonly,Y,Y,medium,Y,https://www.strategasetfs.com/samm,Strategas macro momentum long US equities trend-following; holds stocks not futures; looked up,equity_longonly,0.5737,0.7714
SAWG,equity_longonly,N,Y,high,Y,https://www.aamlive.com/ETF/Detail/SAWG,AAM Sawgrass US large-cap quality growth; looked up,equity_longonly,0.9358,0.9664
SAWS,equity_longonly,N,Y,high,Y,https://stockanalysis.com/etf/saws/,AAM Sawgrass US small-cap quality growth; looked up,equity_longonly,0.8657,0.9352
SMCO,equity_longonly,N,Y,high,Y,https://money.usnews.com/funds/etfs/mid-cap-blend/hilton-small-midcap-opportunity-etf/smco,Hilton small-mid cap opportunity bottom-up equity; looked up,equity_longonly,0.956,0.9772
SMLL,equity_longonly,N,Y,high,Y,https://www.harborcapital.com/etf/smll/,Harbor active small-cap quality equity; looked up,equity_longonly,0.9292,0.9642
SPTE,equity_longonly,N,Y,high,Y,https://www.sp-funds.com/spte/,SP Funds global tech Shariah passive equity index; looked up,equity_longonly,0.985,0.9909
SPWO,equity_longonly,N,Y,high,Y,https://www.sp-funds.com/spwo/,SP Funds world ex-US Shariah passive equity index; looked up,equity_longonly,0.9792,0.9876
TOGA,equity_longonly,N,Y,medium,Y,https://www.tremblantetf.com/,Tremblant concentrated global growth equity; transparency assumed; looked up,equity_longonly,0.8809,0.9359
VGSR,equity_longonly,N,Y,high,Y,https://www.etf.com/VGSR,Vert global sustainable real-estate REIT equity; looked up,equity_longonly,0.9886,0.9923
